flight_id,date,origin,destination,airline,dep_time,arr_time,duration_hrs,price_usd,flight_code,day_of_week,month,date_dt
3554,2025-05-08,FRA,JFK,ANA,16:15,01:15,9.1,673,AN233,Thursday,5,2025-05-08
4033,2025-05-09,FRA,JFK,ANA,16:45,03:45,11.5,646,AN428,Friday,5,2025-05-09
4508,2025-05-10,FRA,JFK,LATAM,21:45,05:45,8.4,555,LA165,Saturday,5,2025-05-10
4983,2025-05-11,FRA,JFK,American,19:45,04:45,9.0,588,AM484,Sunday,5,2025-05-11
5458,2025-05-12,FRA,JFK,Delta,10:30,18:30,8.2,520,DE374,Monday,5,2025-05-12
5934,2025-05-13,FRA,JFK,KLM,06:30,13:30,7.4,450,KL256,Tuesday,5,2025-05-13
6393,2025-05-14,FRA,JFK,ANA,07:15,16:15,9.6,561,AN139,Wednesday,5,2025-05-14
6869,2025-05-15,FRA,JFK,Singapore Airlines,14:00,01:00,11.7,581,SI167,Thursday,5,2025-05-15
7345,2025-05-16,FRA,JFK,Air Canada,20:00,03:00,7.3,593,AI724,Friday,5,2025-05-16
7820,2025-05-17,FRA,JFK,Air France,19:30,02:30,7.6,542,AI309,Saturday,5,2025-05-17
8301,2025-05-18,FRA,JFK,Air Canada,21:45,04:45,7.1,626,AI524,Sunday,5,2025-05-18
8774,2025-05-19,FRA,JFK,Singapore Airlines,05:00,15:00,10.9,600,SI710,Monday,5,2025-05-19
9248,2025-05-20,FRA,JFK,Japan Airlines,20:30,04:30,8.8,639,JA739,Tuesday,5,2025-05-20
9718,2025-05-21,FRA,JFK,American,09:15,20:15,11.7,544,AM238,Wednesday,5,2025-05-21
10191,2025-05-22,FRA,JFK,LATAM,22:00,08:00,10.2,506,LA378,Thursday,5,2025-05-22
10661,2025-05-23,FRA,JFK,American,11:45,20:45,9.2,530,AM391,Friday,5,2025-05-23
11138,2025-05-24,FRA,JFK,Lufthansa,12:30,21:30,9.2,635,LU877,Saturday,5,2025-05-24
11620,2025-05-25,FRA,JFK,Air Canada,07:00,14:00,7.5,589,AI127,Sunday,5,2025-05-25
12105,2025-05-26,FRA,JFK,Singapore Airlines,20:00,04:00,8.9,599,SI570,Monday,5,2025-05-26
12586,2025-05-27,FRA,JFK,United,06:45,15:45,9.2,464,UN906,Tuesday,5,2025-05-27
13068,2025-05-28,FRA,JFK,Air France,11:45,22:45,11.2,604,AI295,Wednesday,5,2025-05-28
13547,2025-05-29,FRA,JFK,Air Canada,06:15,14:15,8.5,513,AI169,Thursday,5,2025-05-29
14025,2025-05-30,FRA,JFK,Air Canada,15:15,00:15,9.2,614,AI240,Friday,5,2025-05-30
14498,2025-05-31,FRA,JFK,Qantas,17:30,02:30,9.6,702,QA158,Saturday,5,2025-05-31
14975,2025-06-01,FRA,JFK,American,14:15,23:15,9.8,689,AM950,Sunday,6,2025-06-01
15448,2025-06-02,FRA,JFK,Delta,19:00,02:00,7.7,653,DE783,Monday,6,2025-06-02
15929,2025-06-03,FRA,JFK,Korean Air,07:00,16:00,9.8,674,KO567,Tuesday,6,2025-06-03
16405,2025-06-04,FRA,JFK,ANA,21:45,07:45,10.3,672,AN725,Wednesday,6,2025-06-04
16875,2025-06-05,FRA,JFK,Qantas,20:00,03:00,7.0,690,QA285,Thursday,6,2025-06-05
17351,2025-06-06,FRA,JFK,ANA,13:30,20:30,7.6,690,AN770,Friday,6,2025-06-06
17826,2025-06-07,FRA,JFK,Japan Airlines,13:15,20:15,7.5,845,JA356,Saturday,6,2025-06-07
18310,2025-06-08,FRA,JFK,ANA,05:30,15:30,10.3,795,AN483,Sunday,6,2025-06-08
18781,2025-06-09,FRA,JFK,Qantas,17:15,01:15,8.6,686,QA243,Monday,6,2025-06-09
19253,2025-06-10,FRA,JFK,Lufthansa,13:15,23:15,10.5,628,LU368,Tuesday,6,2025-06-10
19739,2025-06-11,FRA,JFK,KLM,12:15,22:15,10.5,682,KL708,Wednesday,6,2025-06-11
20209,2025-06-12,FRA,JFK,KLM,09:00,17:00,8.3,594,KL722,Thursday,6,2025-06-12
20690,2025-06-13,FRA,JFK,United,13:45,20:45,7.5,650,UN290,Friday,6,2025-06-13
21155,2025-06-14,FRA,JFK,Air Canada,17:15,01:15,8.0,697,AI226,Saturday,6,2025-06-14
21627,2025-06-15,FRA,JFK,American,10:00,21:00,11.1,706,AM386,Sunday,6,2025-06-15
22089,2025-06-16,FRA,JFK,Korean Air,10:30,21:30,11.2,752,KO513,Monday,6,2025-06-16
22572,2025-06-17,FRA,JFK,Japan Airlines,08:30,15:30,7.4,649,JA284,Tuesday,6,2025-06-17
23052,2025-06-18,FRA,JFK,Air Canada,16:45,23:45,7.8,591,AI558,Wednesday,6,2025-06-18
23536,2025-06-19,FRA,JFK,Delta,10:00,20:00,10.9,624,DE785,Thursday,6,2025-06-19
24011,2025-06-20,FRA,JFK,Japan Airlines,06:15,13:15,7.2,740,JA805,Friday,6,2025-06-20
24501,2025-06-21,FRA,JFK,ANA,18:00,04:00,10.1,781,AN382,Saturday,6,2025-06-21
25002,2025-06-22,FRA,JFK,Air France,20:15,03:15,7.2,740,AI302,Sunday,6,2025-06-22
25461,2025-06-23,FRA,JFK,Qantas,12:45,20:45,8.8,657,QA951,Monday,6,2025-06-23
25923,2025-06-24,FRA,JFK,Lufthansa,19:45,02:45,7.3,661,LU985,Tuesday,6,2025-06-24
26405,2025-06-25,FRA,JFK,Air France,08:15,17:15,9.0,705,AI514,Wednesday,6,2025-06-25
26878,2025-06-26,FRA,JFK,KLM,20:30,04:30,8.8,566,KL943,Thursday,6,2025-06-26
27345,2025-06-27,FRA,JFK,Singapore Airlines,13:45,20:45,7.7,706,SI446,Friday,6,2025-06-27
27801,2025-06-28,FRA,JFK,Korean Air,07:45,15:45,8.7,721,KO363,Saturday,6,2025-06-28
28279,2025-06-29,FRA,JFK,United,06:15,17:15,11.0,742,UN940,Sunday,6,2025-06-29
28742,2025-06-30,FRA,JFK,Lufthansa,19:15,04:15,9.5,652,LU590,Monday,6,2025-06-30
29221,2025-07-01,FRA,JFK,KLM,05:15,13:15,8.8,657,KL696,Tuesday,7,2025-07-01
240,2025-05-01,FRA,ORD,American,10:15,20:15,10.9,458,AM905,Thursday,5,2025-05-01
707,2025-05-02,FRA,ORD,Lufthansa,07:00,19:00,12.0,543,LU965,Friday,5,2025-05-02
1185,2025-05-03,FRA,ORD,ANA,20:15,04:15,8.2,743,AN945,Saturday,5,2025-05-03
1647,2025-05-04,FRA,ORD,American,14:15,23:15,9.0,593,AM549,Sunday,5,2025-05-04
2124,2025-05-05,FRA,ORD,Delta,21:45,04:45,7.8,560,DE631,Monday,5,2025-05-05
2601,2025-05-06,FRA,ORD,Japan Airlines,20:00,04:00,8.1,581,JA493,Tuesday,5,2025-05-06
3074,2025-05-07,FRA,ORD,Lufthansa,22:30,09:30,11.1,498,LU851,Wednesday,5,2025-05-07
3555,2025-05-08,FRA,ORD,American,06:15,16:15,10.7,546,AM755,Thursday,5,2025-05-08
4034,2025-05-09,FRA,ORD,ANA,16:30,00:30,8.8,621,AN238,Friday,5,2025-05-09
4509,2025-05-10,FRA,ORD,Delta,13:15,22:15,9.7,599,DE281,Saturday,5,2025-05-10
4984,2025-05-11,FRA,ORD,Japan Airlines,11:15,22:15,11.4,613,JA756,Sunday,5,2025-05-11
5459,2025-05-12,FRA,ORD,United,11:30,22:30,11.2,569,UN719,Monday,5,2025-05-12
5935,2025-05-13,FRA,ORD,United,22:45,09:45,11.6,453,UN486,Tuesday,5,2025-05-13
6394,2025-05-14,FRA,ORD,KLM,09:30,20:30,11.2,598,KL195,Wednesday,5,2025-05-14
6870,2025-05-15,FRA,ORD,Lufthansa,16:45,03:45,11.5,524,LU589,Thursday,5,2025-05-15
7347,2025-05-16,FRA,ORD,ANA,13:30,22:30,9.6,627,AN412,Friday,5,2025-05-16
7822,2025-05-17,FRA,ORD,Lufthansa,16:15,00:15,8.1,621,LU938,Saturday,5,2025-05-17
8303,2025-05-18,FRA,ORD,Delta,15:30,00:30,9.6,595,DE725,Sunday,5,2025-05-18
8776,2025-05-19,FRA,ORD,Delta,17:30,03:30,10.8,563,DE167,Monday,5,2025-05-19
9249,2025-05-20,FRA,ORD,ANA,11:00,19:00,8.6,553,AN976,Tuesday,5,2025-05-20
9719,2025-05-21,FRA,ORD,Air France,10:30,18:30,8.1,498,AI138,Wednesday,5,2025-05-21
10192,2025-05-22,FRA,ORD,Lufthansa,22:15,08:15,10.2,513,LU361,Thursday,5,2025-05-22
10662,2025-05-23,FRA,ORD,Japan Airlines,14:30,21:30,7.8,662,JA290,Friday,5,2025-05-23
11140,2025-05-24,FRA,ORD,American,20:45,07:45,11.7,670,AM702,Saturday,5,2025-05-24
11621,2025-05-25,FRA,ORD,Korean Air,10:00,18:00,8.3,721,KO683,Sunday,5,2025-05-25
12107,2025-05-26,FRA,ORD,ANA,06:45,15:45,9.1,567,AN918,Monday,5,2025-05-26
12587,2025-05-27,FRA,ORD,Air France,17:30,01:30,8.9,559,AI448,Tuesday,5,2025-05-27
13069,2025-05-28,FRA,ORD,Air Canada,13:45,22:45,9.4,541,AI199,Wednesday,5,2025-05-28
13549,2025-05-29,FRA,ORD,Korean Air,20:00,06:00,10.7,577,KO125,Thursday,5,2025-05-29
14026,2025-05-30,FRA,ORD,LATAM,19:30,02:30,7.7,573,LA320,Friday,5,2025-05-30
14499,2025-05-31,FRA,ORD,Japan Airlines,21:45,06:45,9.2,680,JA527,Saturday,5,2025-05-31
14977,2025-06-01,FRA,ORD,LATAM,14:00,00:00,10.8,659,LA128,Sunday,6,2025-06-01
15449,2025-06-02,FRA,ORD,Qantas,05:30,15:30,10.1,653,QA933,Monday,6,2025-06-02
15930,2025-06-03,FRA,ORD,Japan Airlines,20:30,04:30,8.2,725,JA486,Tuesday,6,2025-06-03
16406,2025-06-04,FRA,ORD,Air Canada,09:30,18:30,9.3,598,AI123,Wednesday,6,2025-06-04
16876,2025-06-05,FRA,ORD,United,18:00,01:00,7.1,653,UN750,Thursday,6,2025-06-05
17352,2025-06-06,FRA,ORD,Delta,05:00,16:00,11.2,526,DE958,Friday,6,2025-06-06
17827,2025-06-07,FRA,ORD,KLM,17:00,01:00,8.5,671,KL419,Saturday,6,2025-06-07
18311,2025-06-08,FRA,ORD,LATAM,11:00,20:00,9.9,751,LA349,Sunday,6,2025-06-08
18783,2025-06-09,FRA,ORD,Japan Airlines,17:15,02:15,9.7,740,JA666,Monday,6,2025-06-09
19254,2025-06-10,FRA,ORD,Air France,10:00,17:00,7.0,604,AI984,Tuesday,6,2025-06-10
19740,2025-06-11,FRA,ORD,ANA,22:30,05:30,7.8,635,AN740,Wednesday,6,2025-06-11
20210,2025-06-12,FRA,ORD,Japan Airlines,13:15,22:15,9.2,774,JA755,Thursday,6,2025-06-12
20692,2025-06-13,FRA,ORD,Korean Air,15:15,23:15,8.0,765,KO906,Friday,6,2025-06-13
21156,2025-06-14,FRA,ORD,Singapore Airlines,21:15,06:15,9.4,821,SI311,Saturday,6,2025-06-14
21628,2025-06-15,FRA,ORD,Korean Air,14:15,00:15,10.3,856,KO864,Sunday,6,2025-06-15
22090,2025-06-16,FRA,ORD,KLM,22:00,08:00,10.2,602,KL700,Monday,6,2025-06-16
22574,2025-06-17,FRA,ORD,LATAM,11:45,21:45,10.7,597,LA216,Tuesday,6,2025-06-17
23053,2025-06-18,FRA,ORD,ANA,10:00,21:00,11.9,663,AN824,Wednesday,6,2025-06-18
23537,2025-06-19,FRA,ORD,Air France,14:30,23:30,9.5,593,AI543,Thursday,6,2025-06-19
24013,2025-06-20,FRA,ORD,Air Canada,06:00,14:00,8.3,569,AI281,Friday,6,2025-06-20
24503,2025-06-21,FRA,ORD,Japan Airlines,12:30,20:30,8.5,766,JA676,Saturday,6,2025-06-21
25003,2025-06-22,FRA,ORD,ANA,12:15,20:15,8.6,822,AN794,Sunday,6,2025-06-22
25462,2025-06-23,FRA,ORD,American,12:15,22:15,10.0,594,AM508,Monday,6,2025-06-23
25925,2025-06-24,FRA,ORD,Air France,13:45,22:45,9.6,640,AI918,Tuesday,6,2025-06-24
26407,2025-06-25,FRA,ORD,ANA,22:15,07:15,9.3,612,AN234,Wednesday,6,2025-06-25
26879,2025-06-26,FRA,ORD,United,11:30,20:30,9.3,678,UN117,Thursday,6,2025-06-26
27346,2025-06-27,FRA,ORD,Air Canada,14:15,00:15,10.3,649,AI750,Friday,6,2025-06-27
27802,2025-06-28,FRA,ORD,Singapore Airlines,13:15,21:15,8.3,834,SI872,Saturday,6,2025-06-28
28280,2025-06-29,FRA,ORD,Lufthansa,12:15,20:15,8.8,629,LU671,Sunday,6,2025-06-29
28743,2025-06-30,FRA,ORD,Qantas,21:30,06:30,9.0,658,QA296,Monday,6,2025-06-30
29223,2025-07-01,FRA,ORD,Lufthansa,12:00,23:00,11.8,698,LU762,Tuesday,7,2025-07-01
241,2025-05-01,FRA,LAX,American,16:30,01:30,9.0,577,AM363,Thursday,5,2025-05-01
708,2025-05-02,FRA,LAX,Air Canada,16:45,03:45,11.2,569,AI186,Friday,5,2025-05-02
1186,2025-05-03,FRA,LAX,United,08:30,17:30,9.4,600,UN848,Saturday,5,2025-05-03
1648,2025-05-04,FRA,LAX,Air France,18:00,04:00,10.5,630,AI987,Sunday,5,2025-05-04
2125,2025-05-05,FRA,LAX,LATAM,22:00,07:00,9.7,505,LA871,Monday,5,2025-05-05
2602,2025-05-06,FRA,LAX,Japan Airlines,12:15,23:15,11.6,546,JA288,Tuesday,5,2025-05-06
3075,2025-05-07,FRA,LAX,LATAM,07:00,17:00,10.9,568,LA520,Wednesday,5,2025-05-07
3556,2025-05-08,FRA,LAX,United,14:30,22:30,8.2,559,UN458,Thursday,5,2025-05-08
4035,2025-05-09,FRA,LAX,American,06:30,17:30,11.8,524,AM733,Friday,5,2025-05-09
4510,2025-05-10,FRA,LAX,Korean Air,16:00,00:00,8.6,596,KO814,Saturday,5,2025-05-10
4985,2025-05-11,FRA,LAX,Lufthansa,15:00,23:00,8.8,593,LU233,Sunday,5,2025-05-11
5460,2025-05-12,FRA,LAX,Korean Air,22:30,06:30,8.2,573,KO101,Monday,5,2025-05-12
5937,2025-05-13,FRA,LAX,Lufthansa,19:15,04:15,9.3,514,LU563,Tuesday,5,2025-05-13
6395,2025-05-14,FRA,LAX,Japan Airlines,06:15,16:15,10.4,578,JA980,Wednesday,5,2025-05-14
6871,2025-05-15,FRA,LAX,Japan Airlines,14:15,21:15,7.9,608,JA491,Thursday,5,2025-05-15
7348,2025-05-16,FRA,LAX,Singapore Airlines,14:15,23:15,9.8,561,SI353,Friday,5,2025-05-16
7824,2025-05-17,FRA,LAX,United,18:45,03:45,9.2,558,UN194,Saturday,5,2025-05-17
8304,2025-05-18,FRA,LAX,Air Canada,13:30,22:30,9.8,536,AI467,Sunday,5,2025-05-18
8777,2025-05-19,FRA,LAX,LATAM,13:45,20:45,7.4,575,LA179,Monday,5,2025-05-19
9250,2025-05-20,FRA,LAX,Qantas,10:00,18:00,8.3,606,QA614,Tuesday,5,2025-05-20
9721,2025-05-21,FRA,LAX,Lufthansa,16:30,00:30,8.5,482,LU756,Wednesday,5,2025-05-21
10193,2025-05-22,FRA,LAX,Air Canada,15:45,00:45,9.1,514,AI568,Thursday,5,2025-05-22
10664,2025-05-23,FRA,LAX,LATAM,20:15,05:15,9.9,533,LA920,Friday,5,2025-05-23
11141,2025-05-24,FRA,LAX,Japan Airlines,21:30,06:30,9.1,611,JA852,Saturday,5,2025-05-24
11622,2025-05-25,FRA,LAX,Air France,17:00,02:00,9.6,622,AI159,Sunday,5,2025-05-25
12108,2025-05-26,FRA,LAX,Qantas,20:15,03:15,7.2,638,QA208,Monday,5,2025-05-26
12589,2025-05-27,FRA,LAX,KLM,05:30,16:30,11.1,520,KL830,Tuesday,5,2025-05-27
13071,2025-05-28,FRA,LAX,American,10:15,22:15,12.0,557,AM250,Wednesday,5,2025-05-28
13550,2025-05-29,FRA,LAX,ANA,06:15,16:15,10.8,632,AN629,Thursday,5,2025-05-29
14027,2025-05-30,FRA,LAX,Qantas,06:15,14:15,8.1,576,QA500,Friday,5,2025-05-30
14501,2025-05-31,FRA,LAX,Air France,17:00,02:00,9.9,548,AI866,Saturday,5,2025-05-31
14978,2025-06-01,FRA,LAX,American,21:30,06:30,9.5,648,AM369,Sunday,6,2025-06-01
15450,2025-06-02,FRA,LAX,Japan Airlines,09:00,16:00,7.3,617,JA368,Monday,6,2025-06-02
15931,2025-06-03,FRA,LAX,ANA,12:30,21:30,9.5,684,AN695,Tuesday,6,2025-06-03
16407,2025-06-04,FRA,LAX,Delta,20:30,06:30,10.3,667,DE423,Wednesday,6,2025-06-04
16877,2025-06-05,FRA,LAX,LATAM,06:45,13:45,7.0,574,LA217,Thursday,6,2025-06-05
17354,2025-06-06,FRA,LAX,Japan Airlines,22:45,09:45,11.9,744,JA944,Friday,6,2025-06-06
17828,2025-06-07,FRA,LAX,Singapore Airlines,10:00,19:00,9.5,748,SI141,Saturday,6,2025-06-07
18312,2025-06-08,FRA,LAX,Delta,15:00,01:00,10.5,699,DE282,Sunday,6,2025-06-08
18784,2025-06-09,FRA,LAX,Korean Air,08:00,17:00,9.9,700,KO897,Monday,6,2025-06-09
19255,2025-06-10,FRA,LAX,Lufthansa,13:30,22:30,9.8,667,LU943,Tuesday,6,2025-06-10
19741,2025-06-11,FRA,LAX,Air Canada,07:15,14:15,7.8,656,AI852,Wednesday,6,2025-06-11
20212,2025-06-12,FRA,LAX,Lufthansa,08:45,19:45,11.2,581,LU718,Thursday,6,2025-06-12
20693,2025-06-13,FRA,LAX,LATAM,18:45,05:45,11.1,753,LA562,Friday,6,2025-06-13
21157,2025-06-14,FRA,LAX,Air France,07:30,17:30,10.2,664,AI672,Saturday,6,2025-06-14
21629,2025-06-15,FRA,LAX,Air Canada,16:15,02:15,10.9,751,AI448,Sunday,6,2025-06-15
22091,2025-06-16,FRA,LAX,Qantas,15:00,01:00,10.4,661,QA970,Monday,6,2025-06-16
22575,2025-06-17,FRA,LAX,ANA,11:15,19:15,8.0,674,AN506,Tuesday,6,2025-06-17
23054,2025-06-18,FRA,LAX,United,16:45,02:45,10.7,670,UN452,Wednesday,6,2025-06-18
23538,2025-06-19,FRA,LAX,Japan Airlines,17:15,02:15,9.5,716,JA400,Thursday,6,2025-06-19
24014,2025-06-20,FRA,LAX,Singapore Airlines,18:45,03:45,9.8,677,SI459,Friday,6,2025-06-20
24504,2025-06-21,FRA,LAX,KLM,07:30,15:30,8.4,691,KL300,Saturday,6,2025-06-21
25004,2025-06-22,FRA,LAX,American,09:15,16:15,7.4,794,AM135,Sunday,6,2025-06-22
25463,2025-06-23,FRA,LAX,American,05:30,12:30,7.4,605,AM475,Monday,6,2025-06-23
25926,2025-06-24,FRA,LAX,ANA,12:15,20:15,8.3,629,AN690,Tuesday,6,2025-06-24
26408,2025-06-25,FRA,LAX,Singapore Airlines,21:15,07:15,10.5,605,SI130,Wednesday,6,2025-06-25
26880,2025-06-26,FRA,LAX,Air France,05:15,15:15,10.3,627,AI116,Thursday,6,2025-06-26
27347,2025-06-27,FRA,LAX,Lufthansa,12:15,19:15,7.4,620,LU538,Friday,6,2025-06-27
27803,2025-06-28,FRA,LAX,Air France,14:30,21:30,7.3,586,AI920,Saturday,6,2025-06-28
28281,2025-06-29,FRA,LAX,Air Canada,08:15,20:15,12.0,726,AI194,Sunday,6,2025-06-29
28745,2025-06-30,FRA,LAX,Singapore Airlines,08:30,19:30,11.0,633,SI833,Monday,6,2025-06-30
29225,2025-07-01,FRA,LAX,Lufthansa,16:15,23:15,7.6,646,LU862,Tuesday,7,2025-07-01
242,2025-05-01,FRA,DFW,Air Canada,20:30,07:30,11.7,553,AI991,Thursday,5,2025-05-01
709,2025-05-02,FRA,DFW,Qantas,21:15,06:15,9.6,535,QA939,Friday,5,2025-05-02
1187,2025-05-03,FRA,DFW,LATAM,17:00,00:00,7.3,628,LA157,Saturday,5,2025-05-03
1650,2025-05-04,FRA,DFW,Delta,15:45,23:45,8.7,584,DE944,Sunday,5,2025-05-04
2127,2025-05-05,FRA,DFW,Korean Air,10:00,17:00,7.2,588,KO557,Monday,5,2025-05-05
2603,2025-05-06,FRA,DFW,Qantas,22:00,08:00,10.6,586,QA412,Tuesday,5,2025-05-06
3077,2025-05-07,FRA,DFW,LATAM,12:45,23:45,11.2,516,LA263,Wednesday,5,2025-05-07
3557,2025-05-08,FRA,DFW,Delta,17:45,03:45,10.0,472,DE712,Thursday,5,2025-05-08
4037,2025-05-09,FRA,DFW,Japan Airlines,12:00,20:00,8.4,553,JA154,Friday,5,2025-05-09
4511,2025-05-10,FRA,DFW,Korean Air,15:30,23:30,8.3,696,KO189,Saturday,5,2025-05-10
4986,2025-05-11,FRA,DFW,Singapore Airlines,07:45,18:45,11.3,651,SI937,Sunday,5,2025-05-11
5461,2025-05-12,FRA,DFW,Air Canada,22:00,05:00,7.6,513,AI854,Monday,5,2025-05-12
5938,2025-05-13,FRA,DFW,United,16:45,03:45,11.0,488,UN184,Tuesday,5,2025-05-13
6397,2025-05-14,FRA,DFW,KLM,15:45,23:45,8.3,589,KL731,Wednesday,5,2025-05-14
6872,2025-05-15,FRA,DFW,KLM,09:15,16:15,7.4,614,KL367,Thursday,5,2025-05-15
7349,2025-05-16,FRA,DFW,Air Canada,08:45,19:45,11.3,551,AI660,Friday,5,2025-05-16
7826,2025-05-17,FRA,DFW,Air France,14:15,21:15,7.9,635,AI408,Saturday,5,2025-05-17
8305,2025-05-18,FRA,DFW,KLM,10:15,22:15,12.0,663,KL696,Sunday,5,2025-05-18
8778,2025-05-19,FRA,DFW,Qantas,19:00,06:00,11.4,593,QA502,Monday,5,2025-05-19
9251,2025-05-20,FRA,DFW,Qantas,21:45,04:45,7.2,562,QA564,Tuesday,5,2025-05-20
9723,2025-05-21,FRA,DFW,ANA,16:30,02:30,10.9,536,AN659,Wednesday,5,2025-05-21
10194,2025-05-22,FRA,DFW,United,09:45,17:45,8.1,530,UN287,Thursday,5,2025-05-22
10666,2025-05-23,FRA,DFW,Singapore Airlines,18:15,03:15,9.1,567,SI997,Friday,5,2025-05-23
11142,2025-05-24,FRA,DFW,United,17:30,04:30,11.2,655,UN886,Saturday,5,2025-05-24
11623,2025-05-25,FRA,DFW,Lufthansa,18:15,04:15,10.0,628,LU290,Sunday,5,2025-05-25
12109,2025-05-26,FRA,DFW,KLM,09:45,17:45,8.1,609,KL724,Monday,5,2025-05-26
12590,2025-05-27,FRA,DFW,Korean Air,06:00,17:00,11.3,537,KO590,Tuesday,5,2025-05-27
13072,2025-05-28,FRA,DFW,Lufthansa,22:15,05:15,7.7,489,LU592,Wednesday,5,2025-05-28
13551,2025-05-29,FRA,DFW,Air France,16:45,02:45,10.6,568,AI849,Thursday,5,2025-05-29
14028,2025-05-30,FRA,DFW,Japan Airlines,11:15,18:15,7.9,619,JA849,Friday,5,2025-05-30
14502,2025-05-31,FRA,DFW,ANA,12:00,20:00,8.4,670,AN399,Saturday,5,2025-05-31
14980,2025-06-01,FRA,DFW,Air France,16:45,00:45,8.0,706,AI518,Sunday,6,2025-06-01
15451,2025-06-02,FRA,DFW,Qantas,17:15,03:15,10.4,795,QA740,Monday,6,2025-06-02
15933,2025-06-03,FRA,DFW,American,21:15,04:15,7.8,585,AM162,Tuesday,6,2025-06-03
16408,2025-06-04,FRA,DFW,ANA,16:00,01:00,9.1,607,AN439,Wednesday,6,2025-06-04
16879,2025-06-05,FRA,DFW,LATAM,05:45,15:45,10.3,591,LA697,Thursday,6,2025-06-05
17355,2025-06-06,FRA,DFW,KLM,21:30,07:30,10.9,571,KL311,Friday,6,2025-06-06
17829,2025-06-07,FRA,DFW,ANA,10:45,19:45,9.4,820,AN227,Saturday,6,2025-06-07
18314,2025-06-08,FRA,DFW,LATAM,08:15,19:15,11.0,745,LA372,Sunday,6,2025-06-08
18785,2025-06-09,FRA,DFW,Japan Airlines,14:45,21:45,7.9,615,JA138,Monday,6,2025-06-09
19256,2025-06-10,FRA,DFW,Qantas,17:15,03:15,10.6,689,QA665,Tuesday,6,2025-06-10
19743,2025-06-11,FRA,DFW,Korean Air,21:30,04:30,7.4,665,KO246,Wednesday,6,2025-06-11
20213,2025-06-12,FRA,DFW,Delta,14:30,21:30,7.6,640,DE795,Thursday,6,2025-06-12
20694,2025-06-13,FRA,DFW,Qantas,05:15,12:15,7.8,637,QA235,Friday,6,2025-06-13
21158,2025-06-14,FRA,DFW,Japan Airlines,14:45,23:45,9.1,680,JA714,Saturday,6,2025-06-14
21631,2025-06-15,FRA,DFW,Air France,06:00,17:00,11.5,594,AI256,Sunday,6,2025-06-15
22092,2025-06-16,FRA,DFW,Air France,13:15,22:15,9.9,665,AI152,Monday,6,2025-06-16
22576,2025-06-17,FRA,DFW,Korean Air,09:45,20:45,11.8,681,KO468,Tuesday,6,2025-06-17
23055,2025-06-18,FRA,DFW,Qantas,09:30,16:30,7.7,669,QA822,Wednesday,6,2025-06-18
23539,2025-06-19,FRA,DFW,Qantas,20:15,07:15,11.3,738,QA105,Thursday,6,2025-06-19
24016,2025-06-20,FRA,DFW,Air Canada,15:00,02:00,11.6,662,AI498,Friday,6,2025-06-20
24505,2025-06-21,FRA,DFW,Qantas,12:00,19:00,7.3,759,QA924,Saturday,6,2025-06-21
25005,2025-06-22,FRA,DFW,Japan Airlines,06:45,17:45,11.8,817,JA772,Sunday,6,2025-06-22
25464,2025-06-23,FRA,DFW,KLM,09:45,20:45,11.9,605,KL182,Monday,6,2025-06-23
25927,2025-06-24,FRA,DFW,Delta,07:00,18:00,11.1,606,DE262,Tuesday,6,2025-06-24
26410,2025-06-25,FRA,DFW,United,16:00,03:00,11.4,627,UN802,Wednesday,6,2025-06-25
26881,2025-06-26,FRA,DFW,Air France,13:30,20:30,7.1,638,AI849,Thursday,6,2025-06-26
27348,2025-06-27,FRA,DFW,ANA,15:45,01:45,10.7,716,AN786,Friday,6,2025-06-27
27804,2025-06-28,FRA,DFW,Air France,20:15,03:15,7.3,686,AI343,Saturday,6,2025-06-28
28282,2025-06-29,FRA,DFW,Singapore Airlines,05:30,16:30,11.3,731,SI417,Sunday,6,2025-06-29
28746,2025-06-30,FRA,DFW,United,05:15,15:15,10.8,580,UN840,Monday,6,2025-06-30
29226,2025-07-01,FRA,DFW,Delta,11:45,21:45,10.0,689,DE709,Tuesday,7,2025-07-01
243,2025-05-01,FRA,MIA,Delta,08:45,15:45,7.7,539,DE244,Thursday,5,2025-05-01
710,2025-05-02,FRA,MIA,Qantas,06:45,16:45,10.8,573,QA233,Friday,5,2025-05-02
1188,2025-05-03,FRA,MIA,Japan Airlines,15:30,22:30,7.4,668,JA526,Saturday,5,2025-05-03
1652,2025-05-04,FRA,MIA,ANA,22:30,06:30,8.4,708,AN811,Sunday,5,2025-05-04
2128,2025-05-05,FRA,MIA,American,08:00,15:00,7.2,556,AM688,Monday,5,2025-05-05
2605,2025-05-06,FRA,MIA,LATAM,15:30,02:30,11.9,493,LA871,Tuesday,5,2025-05-06
3078,2025-05-07,FRA,MIA,Lufthansa,17:15,02:15,9.4,474,LU954,Wednesday,5,2025-05-07
3558,2025-05-08,FRA,MIA,United,21:45,06:45,9.4,555,UN989,Thursday,5,2025-05-08
4038,2025-05-09,FRA,MIA,Delta,10:45,21:45,11.3,505,DE760,Friday,5,2025-05-09
4512,2025-05-10,FRA,MIA,Singapore Airlines,10:45,17:45,7.1,658,SI246,Saturday,5,2025-05-10
4987,2025-05-11,FRA,MIA,Qantas,22:00,07:00,9.0,689,QA237,Sunday,5,2025-05-11
5462,2025-05-12,FRA,MIA,Air France,15:45,03:45,12.0,532,AI377,Monday,5,2025-05-12
